date,date_id,wind,desc,temp,baro,hum,day,month,day_date,year,day_name,Start_hour,End_hour
"Monday 2 November 2009, 06.00 — 12.00",1257141600000.0,22.0,Scattered clouds.,32.0,1011.0,67,2009-11-02,11,2,2009,0,06:00,12:00
"Monday 2 November 2009, 12.00 — 18.00",1257163200000.0,18.0,Scattered clouds.,33.0,1010.0,68,2009-11-02,11,2,2009,0,12:00,18:00
"Monday 2 November 2009, 18.00 — 00.00",1257184800000.0,3.0,Passing clouds.,27.0,1012.0,90,2009-11-02,11,2,2009,0,18:00,00:00
"Tuesday 3 November 2009, 00.00 — 06.00",1257206400000.0,0.0,Partly cloudy.,25.0,1010.0,94,2009-11-03,11,3,2009,1,00:00,06:00
"Tuesday 3 November 2009, 06.00 — 12.00",1257228000000.0,2.0,Drizzle. Broken clouds.,31.0,1012.0,85,2009-11-03,11,3,2009,1,06:00,12:00
"Tuesday 3 November 2009, 12.00 — 18.00",1257249600000.0,18.0,Scattered clouds.,32.0,1009.0,67,2009-11-03,11,3,2009,1,12:00,18:00
"Tuesday 3 November 2009, 18.00 — 00.00",1257271200000.0,2.0,Passing clouds.,28.0,1012.0,84,2009-11-03,11,3,2009,1,18:00,00:00
"Wednesday 4 November 2009, 00.00 — 06.00",1257292800000.0,0.0,Passing clouds.,26.0,1010.0,86,2009-11-04,11,4,2009,2,00:00,06:00
"Wednesday 4 November 2009, 06.00 — 12.00",1257314400000.0,7.0,Broken clouds.,28.0,1012.0,92,2009-11-04,11,4,2009,2,06:00,12:00
"Wednesday 4 November 2009, 12.00 — 18.00",1257336000000.0,9.0,Broken clouds.,29.0,1009.0,88,2009-11-04,11,4,2009,2,12:00,18:00
"Wednesday 4 November 2009, 18.00 — 00.00",1257357600000.0,4.0,Thunderstorms. Mostly cloudy.,26.0,1011.0,97,2009-11-04,11,4,2009,2,18:00,00:00
"Thursday 5 November 2009, 00.00 — 06.00",1257379200000.0,5.0,Light rain. Mostly cloudy.,24.0,1011.0,100,2009-11-05,11,5,2009,3,00:00,06:00
"Thursday 5 November 2009, 06.00 — 12.00",1257400800000.0,5.0,Drizzle. Broken clouds.,25.0,1011.0,98,2009-11-05,11,5,2009,3,06:00,12:00
"Thursday 5 November 2009, 12.00 — 18.00",1257422400000.0,0.0,No weather data available,,0.0,0,2009-11-05,11,5,2009,3,12:00,18:00
"Thursday 5 November 2009, 18.00 — 00.00",1257444000000.0,0.0,No weather data available,,0.0,0,2009-11-05,11,5,2009,3,18:00,00:00
"Friday 6 November 2009, 00.00 — 06.00",1257465600000.0,0.0,No weather data available,,0.0,0,2009-11-06,11,6,2009,4,00:00,06:00
"Friday 6 November 2009, 06.00 — 12.00",1257487200000.0,0.0,No weather data available,,0.0,0,2009-11-06,11,6,2009,4,06:00,12:00
"Friday 6 November 2009, 12.00 — 18.00",1257508800000.0,0.0,No weather data available,,0.0,0,2009-11-06,11,6,2009,4,12:00,18:00
"Friday 6 November 2009, 18.00 — 00.00",1257530400000.0,8.0,Rain. Mostly cloudy.,24.0,1009.0,98,2009-11-06,11,6,2009,4,18:00,00:00
"Saturday 7 November 2009, 00.00 — 06.00",1257552000000.0,2.0,Passing clouds.,25.0,1007.0,95,2009-11-07,11,7,2009,5,00:00,06:00
"Saturday 7 November 2009, 06.00 — 12.00",1257573600000.0,5.0,Rain. More clouds than sun.,25.0,1009.0,99,2009-11-07,11,7,2009,5,06:00,12:00
"Saturday 7 November 2009, 12.00 — 18.00",1257595200000.0,8.0,Rain. More clouds than sun.,25.0,1007.0,99,2009-11-07,11,7,2009,5,12:00,18:00
"Saturday 7 November 2009, 18.00 — 00.00",1257616800000.0,8.0,Light rain. Mostly cloudy.,24.0,1009.0,94,2009-11-07,11,7,2009,5,18:00,00:00
"Sunday 8 November 2009, 00.00 — 06.00",1257638400000.0,1.0,Rain. Mostly cloudy.,24.0,1008.0,97,2009-11-08,11,8,2009,6,00:00,06:00
"Sunday 8 November 2009, 06.00 — 12.00",1257660000000.0,7.0,Drizzle. More clouds than sun.,28.0,1009.0,92,2009-11-08,11,8,2009,6,06:00,12:00
"Sunday 8 November 2009, 12.00 — 18.00",1257681600000.0,6.0,More clouds than sun.,28.0,1008.0,91,2009-11-08,11,8,2009,6,12:00,18:00
"Sunday 8 November 2009, 18.00 — 00.00",1257703200000.0,4.0,Partly cloudy.,26.0,917.0,95,2009-11-08,11,8,2009,6,18:00,00:00
"Monday 9 November 2009, 00.00 — 06.00",1257724800000.0,6.0,Thunderstorms. Mostly cloudy.,24.0,1009.0,100,2009-11-09,11,9,2009,0,00:00,06:00
"Monday 9 November 2009, 06.00 — 12.00",1257746400000.0,0.0,No weather data available,,0.0,0,2009-11-09,11,9,2009,0,06:00,12:00
"Monday 9 November 2009, 12.00 — 18.00",1257768000000.0,0.0,No weather data available,,0.0,0,2009-11-09,11,9,2009,0,12:00,18:00
"Monday 9 November 2009, 18.00 — 00.00",1257789600000.0,0.0,No weather data available,,0.0,0,2009-11-09,11,9,2009,0,18:00,00:00
"Tuesday 10 November 2009, 00.00 — 06.00",1257811200000.0,0.0,Passing clouds.,25.0,1006.0,89,2009-11-10,11,10,2009,1,00:00,06:00
"Tuesday 10 November 2009, 06.00 — 12.00",1257832800000.0,0.0,Broken clouds.,27.0,1007.0,89,2009-11-10,11,10,2009,1,06:00,12:00
"Tuesday 10 November 2009, 12.00 — 18.00",1257854400000.0,9.0,Broken clouds.,27.0,1005.0,90,2009-11-10,11,10,2009,1,12:00,18:00
"Tuesday 10 November 2009, 18.00 — 00.00",1257876000000.0,2.0,Passing clouds.,26.0,1006.0,90,2009-11-10,11,10,2009,1,18:00,00:00
"Wednesday 11 November 2009, 00.00 — 06.00",1257897600000.0,0.0,Passing clouds.,26.0,1005.0,90,2009-11-11,11,11,2009,2,00:00,06:00
"Wednesday 11 November 2009, 06.00 — 12.00",1257919200000.0,0.0,No weather data available,,0.0,0,2009-11-11,11,11,2009,2,06:00,12:00
"Wednesday 11 November 2009, 12.00 — 18.00",1257940800000.0,0.0,No weather data available,,0.0,0,2009-11-11,11,11,2009,2,12:00,18:00
"Wednesday 11 November 2009, 18.00 — 00.00",1257962400000.0,0.0,No weather data available,,0.0,0,2009-11-11,11,11,2009,2,18:00,00:00
"Thursday 12 November 2009, 00.00 — 06.00",1257984000000.0,0.0,Haze.,23.0,1005.0,100,2009-11-12,11,12,2009,3,00:00,06:00
"Thursday 12 November 2009, 06.00 — 12.00",1258005600000.0,0.0,No weather data available,,0.0,0,2009-11-12,11,12,2009,3,06:00,12:00
"Thursday 12 November 2009, 12.00 — 18.00",1258027200000.0,10.0,Scattered clouds.,32.0,1007.0,69,2009-11-12,11,12,2009,3,12:00,18:00
"Thursday 12 November 2009, 18.00 — 00.00",1258048800000.0,11.0,Passing clouds.,29.0,1010.0,84,2009-11-12,11,12,2009,3,18:00,00:00
"Friday 13 November 2009, 00.00 — 06.00",1258070400000.0,5.0,Haze.,27.0,1009.0,92,2009-11-13,11,13,2009,4,00:00,06:00
"Friday 13 November 2009, 06.00 — 12.00",1258092000000.0,3.0,Scattered clouds.,32.0,1012.0,83,2009-11-13,11,13,2009,4,06:00,12:00
"Friday 13 November 2009, 12.00 — 18.00",1258113600000.0,11.0,Broken clouds.,32.0,1010.0,69,2009-11-13,11,13,2009,4,12:00,18:00
"Friday 13 November 2009, 18.00 — 00.00",1258135200000.0,6.0,Passing clouds.,29.0,1011.0,85,2009-11-13,11,13,2009,4,18:00,00:00
"Saturday 14 November 2009, 00.00 — 06.00",1258156800000.0,0.0,Passing clouds.,28.0,1010.0,91,2009-11-14,11,14,2009,5,00:00,06:00
"Saturday 14 November 2009, 06.00 — 12.00",1258178400000.0,6.0,Broken clouds.,30.0,1011.0,84,2009-11-14,11,14,2009,5,06:00,12:00
"Saturday 14 November 2009, 12.00 — 18.00",1258200000000.0,11.0,Thunderstorms. More clouds than sun.,28.0,1008.0,95,2009-11-14,11,14,2009,5,12:00,18:00
"Saturday 14 November 2009, 18.00 — 00.00",1258221600000.0,1.0,Thunderstorms. Mostly cloudy.,25.0,866.0,85,2009-11-14,11,14,2009,5,18:00,00:00
"Sunday 15 November 2009, 00.00 — 06.00",1258243200000.0,0.0,Light rain. Partly cloudy.,25.0,1009.0,97,2009-11-15,11,15,2009,6,00:00,06:00
"Sunday 15 November 2009, 06.00 — 12.00",1258264800000.0,4.0,Light rain. More clouds than sun.,25.0,1010.0,99,2009-11-15,11,15,2009,6,06:00,12:00
"Sunday 15 November 2009, 12.00 — 18.00",1258286400000.0,9.0,Drizzle. Broken clouds.,25.0,1008.0,94,2009-11-15,11,15,2009,6,12:00,18:00
"Sunday 15 November 2009, 18.00 — 00.00",1258308000000.0,1.0,Light rain. Partly cloudy.,25.0,1009.0,96,2009-11-15,11,15,2009,6,18:00,00:00
"Monday 16 November 2009, 00.00 — 06.00",1258329600000.0,0.0,Partly cloudy.,24.0,1008.0,97,2009-11-16,11,16,2009,0,00:00,06:00
"Monday 16 November 2009, 06.00 — 12.00",1258351200000.0,1.0,Broken clouds.,26.0,1010.0,92,2009-11-16,11,16,2009,0,06:00,12:00
"Monday 16 November 2009, 12.00 — 18.00",1258372800000.0,6.0,Broken clouds.,30.0,1008.0,76,2009-11-16,11,16,2009,0,12:00,18:00
"Monday 16 November 2009, 18.00 — 00.00",1258394400000.0,7.0,Passing clouds.,28.0,1010.0,84,2009-11-16,11,16,2009,0,18:00,00:00
"Tuesday 17 November 2009, 00.00 — 06.00",1258416000000.0,8.0,Passing clouds.,27.0,1009.0,92,2009-11-17,11,17,2009,1,00:00,06:00
"Tuesday 17 November 2009, 06.00 — 12.00",1258437600000.0,2.0,Scattered clouds.,31.0,1011.0,80,2009-11-17,11,17,2009,1,06:00,12:00
"Tuesday 17 November 2009, 12.00 — 18.00",1258459200000.0,8.0,Scattered clouds.,31.0,1009.0,75,2009-11-17,11,17,2009,1,12:00,18:00
"Tuesday 17 November 2009, 18.00 — 00.00",1258480800000.0,1.0,Passing clouds.,29.0,1010.0,86,2009-11-17,11,17,2009,1,18:00,00:00
"Wednesday 18 November 2009, 00.00 — 06.00",1258502400000.0,0.0,Passing clouds.,27.0,1010.0,93,2009-11-18,11,18,2009,2,00:00,06:00
"Wednesday 18 November 2009, 06.00 — 12.00",1258524000000.0,3.0,Scattered clouds.,30.0,1012.0,87,2009-11-18,11,18,2009,2,06:00,12:00
"Wednesday 18 November 2009, 12.00 — 18.00",1258545600000.0,5.0,Scattered clouds.,28.0,1010.0,91,2009-11-18,11,18,2009,2,12:00,18:00
"Wednesday 18 November 2009, 18.00 — 00.00",1258567200000.0,0.0,Passing clouds.,26.0,1012.0,93,2009-11-18,11,18,2009,2,18:00,00:00
"Thursday 19 November 2009, 00.00 — 06.00",1258588800000.0,0.0,Passing clouds.,25.0,1011.0,97,2009-11-19,11,19,2009,3,00:00,06:00
"Thursday 19 November 2009, 06.00 — 12.00",1258610400000.0,4.0,Scattered clouds.,31.0,1013.0,85,2009-11-19,11,19,2009,3,06:00,12:00
"Thursday 19 November 2009, 12.00 — 18.00",1258632000000.0,8.0,Scattered clouds.,31.0,1011.0,80,2009-11-19,11,19,2009,3,12:00,18:00
"Thursday 19 November 2009, 18.00 — 00.00",1258653600000.0,5.0,Passing clouds.,27.0,1013.0,90,2009-11-19,11,19,2009,3,18:00,00:00
"Friday 20 November 2009, 00.00 — 06.00",1258675200000.0,0.0,Haze.,26.0,1013.0,94,2009-11-20,11,20,2009,4,00:00,06:00
"Friday 20 November 2009, 06.00 — 12.00",1258696800000.0,5.0,Scattered clouds.,31.0,1015.0,86,2009-11-20,11,20,2009,4,06:00,12:00
"Friday 20 November 2009, 12.00 — 18.00",1258718400000.0,15.0,Scattered clouds.,31.0,1013.0,74,2009-11-20,11,20,2009,4,12:00,18:00
"Friday 20 November 2009, 18.00 — 00.00",1258740000000.0,4.0,Passing clouds.,27.0,1015.0,91,2009-11-20,11,20,2009,4,18:00,00:00
"Saturday 21 November 2009, 00.00 — 06.00",1258761600000.0,1.0,Passing clouds.,26.0,1013.0,94,2009-11-21,11,21,2009,5,00:00,06:00
"Saturday 21 November 2009, 06.00 — 12.00",1258783200000.0,7.0,Scattered clouds.,29.0,1015.0,86,2009-11-21,11,21,2009,5,06:00,12:00
"Saturday 21 November 2009, 12.00 — 18.00",1258804800000.0,12.0,Scattered clouds.,30.0,1012.0,81,2009-11-21,11,21,2009,5,12:00,18:00
"Saturday 21 November 2009, 18.00 — 00.00",1258826400000.0,6.0,Passing clouds.,27.0,1014.0,92,2009-11-21,11,21,2009,5,18:00,00:00
"Sunday 22 November 2009, 00.00 — 06.00",1258848000000.0,1.0,Passing clouds.,26.0,1013.0,94,2009-11-22,11,22,2009,6,00:00,06:00
"Sunday 22 November 2009, 06.00 — 12.00",1258869600000.0,9.0,Scattered clouds.,30.0,1014.0,85,2009-11-22,11,22,2009,6,06:00,12:00
"Sunday 22 November 2009, 12.00 — 18.00",1258891200000.0,18.0,Passing clouds.,31.0,1012.0,69,2009-11-22,11,22,2009,6,12:00,18:00
"Sunday 22 November 2009, 18.00 — 00.00",1258912800000.0,5.0,Passing clouds.,28.0,1014.0,89,2009-11-22,11,22,2009,6,18:00,00:00
"Monday 23 November 2009, 00.00 — 06.00",1258934400000.0,0.0,Haze.,26.0,1013.0,98,2009-11-23,11,23,2009,0,00:00,06:00
"Monday 23 November 2009, 06.00 — 12.00",1258956000000.0,7.0,Scattered clouds.,30.0,1015.0,86,2009-11-23,11,23,2009,0,06:00,12:00
"Monday 23 November 2009, 12.00 — 18.00",1258977600000.0,14.0,Broken clouds.,30.0,1012.0,72,2009-11-23,11,23,2009,0,12:00,18:00
"Monday 23 November 2009, 18.00 — 00.00",1258999200000.0,6.0,Passing clouds.,27.0,1014.0,90,2009-11-23,11,23,2009,0,18:00,00:00
"Tuesday 24 November 2009, 00.00 — 06.00",1259020800000.0,0.0,Passing clouds.,25.0,1013.0,94,2009-11-24,11,24,2009,1,00:00,06:00
"Tuesday 24 November 2009, 06.00 — 12.00",1259042400000.0,5.0,Scattered clouds.,29.0,1015.0,87,2009-11-24,11,24,2009,1,06:00,12:00
"Tuesday 24 November 2009, 12.00 — 18.00",1259064000000.0,13.0,Scattered clouds.,31.0,1012.0,72,2009-11-24,11,24,2009,1,12:00,18:00
"Tuesday 24 November 2009, 18.00 — 00.00",1259085600000.0,4.0,Passing clouds.,28.0,1015.0,89,2009-11-24,11,24,2009,1,18:00,00:00
"Wednesday 25 November 2009, 00.00 — 06.00",1259107200000.0,4.0,Passing clouds.,26.0,1013.0,94,2009-11-25,11,25,2009,2,00:00,06:00
"Wednesday 25 November 2009, 06.00 — 12.00",1259128800000.0,5.0,Scattered clouds.,30.0,1015.0,86,2009-11-25,11,25,2009,2,06:00,12:00
"Wednesday 25 November 2009, 12.00 — 18.00",1259150400000.0,14.0,Scattered clouds.,30.0,1012.0,72,2009-11-25,11,25,2009,2,12:00,18:00
"Wednesday 25 November 2009, 18.00 — 00.00",1259172000000.0,5.0,Passing clouds.,27.0,1014.0,88,2009-11-25,11,25,2009,2,18:00,00:00
"Thursday 26 November 2009, 00.00 — 06.00",1259193600000.0,0.0,Haze.,25.0,1012.0,93,2009-11-26,11,26,2009,3,00:00,06:00
"Thursday 26 November 2009, 06.00 — 12.00",1259215200000.0,5.0,Haze.,29.0,1013.0,83,2009-11-26,11,26,2009,3,06:00,12:00
"Thursday 26 November 2009, 12.00 — 18.00",1259236800000.0,14.0,Scattered clouds.,30.0,1011.0,65,2009-11-26,11,26,2009,3,12:00,18:00
"Thursday 26 November 2009, 18.00 — 00.00",1259258400000.0,5.0,Passing clouds.,27.0,1013.0,77,2009-11-26,11,26,2009,3,18:00,00:00
"Friday 27 November 2009, 00.00 — 06.00",1259280000000.0,0.0,Passing clouds.,24.0,1013.0,89,2009-11-27,11,27,2009,4,00:00,06:00
"Friday 27 November 2009, 06.00 — 12.00",1259301600000.0,5.0,Fog.,30.0,1015.0,78,2009-11-27,11,27,2009,4,06:00,12:00
"Friday 27 November 2009, 12.00 — 18.00",1259323200000.0,13.0,Passing clouds.,30.0,1012.0,54,2009-11-27,11,27,2009,4,12:00,18:00
"Friday 27 November 2009, 18.00 — 00.00",1259344800000.0,3.0,Passing clouds.,27.0,1014.0,76,2009-11-27,11,27,2009,4,18:00,00:00
"Saturday 28 November 2009, 00.00 — 06.00",1259366400000.0,0.0,Haze.,24.0,1013.0,92,2009-11-28,11,28,2009,5,00:00,06:00
"Saturday 28 November 2009, 06.00 — 12.00",1259388000000.0,6.0,Scattered clouds.,29.0,1016.0,79,2009-11-28,11,28,2009,5,06:00,12:00
"Saturday 28 November 2009, 12.00 — 18.00",1259409600000.0,18.0,Broken clouds.,29.0,1013.0,68,2009-11-28,11,28,2009,5,12:00,18:00
"Saturday 28 November 2009, 18.00 — 00.00",1259431200000.0,8.0,Partly cloudy.,27.0,1015.0,79,2009-11-28,11,28,2009,5,18:00,00:00
"Sunday 29 November 2009, 00.00 — 06.00",1259452800000.0,7.0,Haze.,24.0,1013.0,89,2009-11-29,11,29,2009,6,00:00,06:00
"Sunday 29 November 2009, 06.00 — 12.00",1259474400000.0,13.0,Fog.,28.0,1015.0,79,2009-11-29,11,29,2009,6,06:00,12:00
"Sunday 29 November 2009, 12.00 — 18.00",1259496000000.0,16.0,Broken clouds.,28.0,1013.0,69,2009-11-29,11,29,2009,6,12:00,18:00
"Sunday 29 November 2009, 18.00 — 00.00",1259517600000.0,10.0,Passing clouds.,27.0,1014.0,75,2009-11-29,11,29,2009,6,18:00,00:00
"Monday 30 November 2009, 00.00 — 06.00",1259539200000.0,8.0,Haze.,24.0,1013.0,88,2009-11-30,11,30,2009,0,00:00,06:00
"Monday 30 November 2009, 06.00 — 12.00",1259560800000.0,8.0,Broken clouds.,26.0,1015.0,83,2009-11-30,11,30,2009,0,06:00,12:00
"Monday 30 November 2009, 12.00 — 18.00",1259582400000.0,18.0,Partly sunny.,28.0,1012.0,68,2009-11-30,11,30,2009,0,12:00,18:00
"Monday 30 November 2009, 18.00 — 00.00",1259604000000.0,9.0,Haze.,26.0,1015.0,83,2009-11-30,11,30,2009,0,18:00,00:00
"Tuesday 1 December 2009, 00.00 — 06.00",1259625600000.0,3.0,Passing clouds.,24.0,1013.0,91,2009-12-01,12,1,2009,1,00:00,06:00
"Tuesday 1 December 2009, 06.00 — 12.00",1259647200000.0,8.0,Broken clouds.,27.0,1015.0,88,2009-12-01,12,1,2009,1,06:00,12:00
"Tuesday 1 December 2009, 12.00 — 18.00",1259668800000.0,11.0,Broken clouds.,29.0,1013.0,77,2009-12-01,12,1,2009,1,12:00,18:00
"Tuesday 1 December 2009, 18.00 — 00.00",1259690400000.0,7.0,Drizzle. Mostly cloudy.,26.0,1014.0,88,2009-12-01,12,1,2009,1,18:00,00:00
"Wednesday 2 December 2009, 00.00 — 06.00",1259712000000.0,5.0,Partly cloudy.,25.0,1013.0,96,2009-12-02,12,2,2009,2,00:00,06:00
"Wednesday 2 December 2009, 06.00 — 12.00",1259733600000.0,8.0,Drizzle. Broken clouds.,28.0,1015.0,90,2009-12-02,12,2,2009,2,06:00,12:00
"Wednesday 2 December 2009, 12.00 — 18.00",1259755200000.0,14.0,Scattered clouds.,28.0,1013.0,88,2009-12-02,12,2,2009,2,12:00,18:00
"Wednesday 2 December 2009, 18.00 — 00.00",1259776800000.0,4.0,Passing clouds.,26.0,1014.0,94,2009-12-02,12,2,2009,2,18:00,00:00
"Thursday 3 December 2009, 00.00 — 06.00",1259798400000.0,2.0,Fog.,25.0,1013.0,100,2009-12-03,12,3,2009,3,00:00,06:00
"Thursday 3 December 2009, 06.00 — 12.00",1259820000000.0,8.0,Scattered clouds.,28.0,1015.0,94,2009-12-03,12,3,2009,3,06:00,12:00
"Thursday 3 December 2009, 12.00 — 18.00",1259841600000.0,4.0,Rain. More clouds than sun.,26.0,1013.0,96,2009-12-03,12,3,2009,3,12:00,18:00
"Thursday 3 December 2009, 18.00 — 00.00",1259863200000.0,7.0,Partly cloudy.,25.0,1015.0,94,2009-12-03,12,3,2009,3,18:00,00:00
"Friday 4 December 2009, 00.00 — 06.00",1259884800000.0,3.0,Partly cloudy.,24.0,1013.0,94,2009-12-04,12,4,2009,4,00:00,06:00
"Friday 4 December 2009, 06.00 — 12.00",1259906400000.0,3.0,Drizzle. Broken clouds.,27.0,1015.0,94,2009-12-04,12,4,2009,4,06:00,12:00
"Friday 4 December 2009, 12.00 — 18.00",1259928000000.0,13.0,Scattered clouds.,30.0,1012.0,81,2009-12-04,12,4,2009,4,12:00,18:00
"Friday 4 December 2009, 18.00 — 00.00",1259949600000.0,5.0,Passing clouds.,26.0,1014.0,92,2009-12-04,12,4,2009,4,18:00,00:00
"Saturday 5 December 2009, 00.00 — 06.00",1259971200000.0,1.0,Haze.,23.0,1012.0,100,2009-12-05,12,5,2009,5,00:00,06:00
"Saturday 5 December 2009, 06.00 — 12.00",1259992800000.0,6.0,Fog.,28.0,1015.0,87,2009-12-05,12,5,2009,5,06:00,12:00
"Saturday 5 December 2009, 12.00 — 18.00",1260014400000.0,14.0,Passing clouds.,30.0,1012.0,58,2009-12-05,12,5,2009,5,12:00,18:00
"Saturday 5 December 2009, 18.00 — 00.00",1260036000000.0,5.0,Passing clouds.,26.0,1013.0,81,2009-12-05,12,5,2009,5,18:00,00:00
"Sunday 6 December 2009, 00.00 — 06.00",1260057600000.0,0.0,Passing clouds.,23.0,1012.0,94,2009-12-06,12,6,2009,6,00:00,06:00
"Sunday 6 December 2009, 06.00 — 12.00",1260079200000.0,7.0,Scattered clouds.,28.0,1013.0,78,2009-12-06,12,6,2009,6,06:00,12:00
"Sunday 6 December 2009, 12.00 — 18.00",1260100800000.0,14.0,Scattered clouds.,28.0,1011.0,65,2009-12-06,12,6,2009,6,12:00,18:00
"Sunday 6 December 2009, 18.00 — 00.00",1260122400000.0,4.0,Passing clouds.,25.0,1013.0,84,2009-12-06,12,6,2009,6,18:00,00:00
"Monday 7 December 2009, 00.00 — 06.00",1260144000000.0,1.0,Passing clouds.,23.0,1012.0,94,2009-12-07,12,7,2009,0,00:00,06:00
"Monday 7 December 2009, 06.00 — 12.00",1260165600000.0,8.0,Fog.,28.0,1014.0,86,2009-12-07,12,7,2009,0,06:00,12:00
"Monday 7 December 2009, 12.00 — 18.00",1260187200000.0,15.0,Scattered clouds.,28.0,1011.0,70,2009-12-07,12,7,2009,0,12:00,18:00
"Monday 7 December 2009, 18.00 — 00.00",1260208800000.0,6.0,Passing clouds.,27.0,1012.0,84,2009-12-07,12,7,2009,0,18:00,00:00
"Tuesday 8 December 2009, 00.00 — 06.00",1260230400000.0,2.0,Passing clouds.,23.0,1012.0,98,2009-12-08,12,8,2009,1,00:00,06:00
"Tuesday 8 December 2009, 06.00 — 12.00",1260252000000.0,9.0,Passing clouds.,29.0,1014.0,80,2009-12-08,12,8,2009,1,06:00,12:00
"Tuesday 8 December 2009, 12.00 — 18.00",1260273600000.0,17.0,Scattered clouds.,29.0,1011.0,63,2009-12-08,12,8,2009,1,12:00,18:00
"Tuesday 8 December 2009, 18.00 — 00.00",1260295200000.0,8.0,Passing clouds.,26.0,1013.0,89,2009-12-08,12,8,2009,1,18:00,00:00
"Wednesday 9 December 2009, 00.00 — 06.00",1260316800000.0,2.0,Passing clouds.,25.0,1012.0,96,2009-12-09,12,9,2009,2,00:00,06:00
"Wednesday 9 December 2009, 06.00 — 12.00",1260338400000.0,11.0,Scattered clouds.,29.0,1014.0,79,2009-12-09,12,9,2009,2,06:00,12:00
"Wednesday 9 December 2009, 12.00 — 18.00",1260360000000.0,17.0,Scattered clouds.,29.0,1011.0,63,2009-12-09,12,9,2009,2,12:00,18:00
"Wednesday 9 December 2009, 18.00 — 00.00",1260381600000.0,8.0,Passing clouds.,26.0,1013.0,79,2009-12-09,12,9,2009,2,18:00,00:00
"Thursday 10 December 2009, 00.00 — 06.00",1260403200000.0,3.0,Passing clouds.,25.0,1012.0,89,2009-12-10,12,10,2009,3,00:00,06:00
"Thursday 10 December 2009, 06.00 — 12.00",1260424800000.0,13.0,Scattered clouds.,29.0,1013.0,76,2009-12-10,12,10,2009,3,06:00,12:00
"Thursday 10 December 2009, 12.00 — 18.00",1260446400000.0,18.0,Scattered clouds.,29.0,1010.0,60,2009-12-10,12,10,2009,3,12:00,18:00
"Thursday 10 December 2009, 18.00 — 00.00",1260468000000.0,11.0,Passing clouds.,27.0,1012.0,77,2009-12-10,12,10,2009,3,18:00,00:00
"Friday 11 December 2009, 00.00 — 06.00",1260489600000.0,6.0,Passing clouds.,24.0,1010.0,91,2009-12-11,12,11,2009,4,00:00,06:00
"Friday 11 December 2009, 06.00 — 12.00",1260511200000.0,13.0,Broken clouds.,26.0,1012.0,85,2009-12-11,12,11,2009,4,06:00,12:00
"Friday 11 December 2009, 12.00 — 18.00",1260532800000.0,18.0,More clouds than sun.,27.0,1009.0,73,2009-12-11,12,11,2009,4,12:00,18:00
"Friday 11 December 2009, 18.00 — 00.00",1260554400000.0,13.0,Mostly cloudy.,26.0,1011.0,83,2009-12-11,12,11,2009,4,18:00,00:00
"Saturday 12 December 2009, 00.00 — 06.00",1260576000000.0,10.0,Passing clouds.,24.0,1009.0,98,2009-12-12,12,12,2009,5,00:00,06:00
"Saturday 12 December 2009, 06.00 — 12.00",1260597600000.0,9.0,Drizzle. Fog.,28.0,1011.0,94,2009-12-12,12,12,2009,5,06:00,12:00
"Saturday 12 December 2009, 12.00 — 18.00",1260619200000.0,21.0,Broken clouds.,28.0,1009.0,82,2009-12-12,12,12,2009,5,12:00,18:00
"Saturday 12 December 2009, 18.00 — 00.00",1260640800000.0,12.0,Light rain. Partly cloudy.,26.0,1012.0,96,2009-12-12,12,12,2009,5,18:00,00:00
"Sunday 13 December 2009, 00.00 — 06.00",1260662400000.0,4.0,Partly cloudy.,24.0,1011.0,100,2009-12-13,12,13,2009,6,00:00,06:00
"Sunday 13 December 2009, 06.00 — 12.00",1260684000000.0,10.0,Scattered clouds.,27.0,1013.0,90,2009-12-13,12,13,2009,6,06:00,12:00
"Sunday 13 December 2009, 12.00 — 18.00",1260705600000.0,19.0,Broken clouds.,28.0,1010.0,77,2009-12-13,12,13,2009,6,12:00,18:00
"Sunday 13 December 2009, 18.00 — 00.00",1260727200000.0,12.0,Partly cloudy.,26.0,1012.0,89,2009-12-13,12,13,2009,6,18:00,00:00
"Monday 14 December 2009, 00.00 — 06.00",1260748800000.0,8.0,Partly cloudy.,26.0,1012.0,94,2009-12-14,12,14,2009,0,00:00,06:00
"Monday 14 December 2009, 06.00 — 12.00",1260770400000.0,13.0,Scattered clouds.,27.0,1014.0,87,2009-12-14,12,14,2009,0,06:00,12:00
"Monday 14 December 2009, 12.00 — 18.00",1260792000000.0,15.0,Scattered clouds.,29.0,1012.0,79,2009-12-14,12,14,2009,0,12:00,18:00
"Monday 14 December 2009, 18.00 — 00.00",1260813600000.0,7.0,Passing clouds.,27.0,1013.0,93,2009-12-14,12,14,2009,0,18:00,00:00
"Tuesday 15 December 2009, 00.00 — 06.00",1260835200000.0,5.0,Passing clouds.,25.0,1012.0,95,2009-12-15,12,15,2009,1,00:00,06:00
"Tuesday 15 December 2009, 06.00 — 12.00",1260856800000.0,12.0,Drizzle. More clouds than sun.,26.0,1015.0,97,2009-12-15,12,15,2009,1,06:00,12:00
"Tuesday 15 December 2009, 12.00 — 18.00",1260878400000.0,14.0,More clouds than sun.,27.0,1013.0,89,2009-12-15,12,15,2009,1,12:00,18:00
"Tuesday 15 December 2009, 18.00 — 00.00",1260900000000.0,11.0,Light rain. Overcast.,24.0,1015.0,100,2009-12-15,12,15,2009,1,18:00,00:00
